Lambda11(-),Lambda22(-),Sigma11(KPa),Sigma22(KPa),Energy_exp,Lambda33(-),I1,I41,I42
1.088753,1.194096,7.423000000000001,10.797,1.029272477915721,0.7691860367505571,3.202895511357029,1.1853830950089996,1.18642255078151
1.089804,1.196973,7.496000000000001,11.168,1.062898748079467,0.7665972345314107,3.208088441136207,1.187672758416,1.1887172290564294
1.090406,1.198083,7.646,11.541,1.0776043540220333,0.7654641605126922,3.2103235007544004,1.188985244836,1.190031653531794
1.091901,1.20095,7.796000000000001,11.914,1.116213231989907,0.762591235815389,3.2160740892434423,1.192247793801,1.193299216578923
1.093322,1.202802,7.976000000000001,12.253,1.1450891635533278,0.760427424799306,3.220335515274904,1.195352995684,1.1964076637867276
1.094153,1.206166,8.155000000000001,12.629,1.1859636270833247,0.7577306633266013,3.226162965110371,1.1971707874089998,1.198231363158856
1.095175,1.2078,8.267,12.97,1.2109574016118998,0.7559994043178294,3.229724219953913,1.199408280625,1.20047173185736
1.096001,1.209797,8.38,13.382,1.2390002277588854,0.754182665881221,3.233618466725705,1.201218192001,1.2022851628025015
1.0963969999999998,1.21053,8.627,13.795000000000002,1.2503027017732369,0.7534537602270869,3.235161831309336,1.2020863816089995,1.2031546457291755
1.097193,1.212972,8.875000000000002,14.243000000000002,1.284905765291048,0.7513913583684848,3.2397225254638364,1.2038324792489996,1.2049050577310592
1.098471,1.214387,9.094,14.658,1.312212231022858,0.749642662803506,3.2433384455051306,1.2066385378409998,1.2077136202288254
1.099156,1.216568,9.265,15.108,1.3446401442357128,0.747832398478011,3.247434907173375,1.208143912336,1.209222859818297
1.100212,1.218554,9.513,15.572,1.3786777112845112,0.7458969698839154,3.251702585542006,1.210466444944,1.2115489179813177
1.101173,1.221098,9.8,16.143,1.4201801893195145,0.7436933974651855,3.2567421709663105,1.212581975929,1.2136689734863653
1.10246,1.223182,10.049,16.644,1.4597270073220856,0.741559627063699,3.2615029372148525,1.2154180516,1.2165087625955353
1.1037,1.224976,10.327000000000002,17.323,1.4960704766086517,0.7396416818534927,3.265789708111063,1.2181536899999998,1.2192476027602197
1.105337,1.226488,10.644,17.933,1.533355971380371,0.7376358040910574,3.2701492771900607,1.221769883569,1.222866498450511
1.105209,1.228661,10.952,18.566,1.5644099659159787,0.736416505665662,3.273404056418824,1.2214869336809997,1.222587437805779
1.106763,1.229937,11.339,19.248,1.5996955772665329,0.734619583500822,3.2773352946009213,1.2249243381689998,1.2260271292914733
1.10773,1.2327,11.618,19.93,1.6536766657220132,0.7323331380720812,3.2829268680185013,1.2270657528999998,1.2281735043324098
1.108679,1.234123,11.83,20.615,1.6871050001915746,0.7308625895591208,3.286388828987064,1.229169125041,1.230279435474185
1.109554,1.235695,12.148,21.372000000000003,1.7232873807174314,0.72935718766383,3.2900141191378918,1.231110078916,1.232223219730975
1.110058,1.237114,12.497000000000002,22.13,1.7538466881274797,0.7281898266929094,3.2929402360590494,1.232228763364,1.233344462178718
1.111399,1.240082,12.738,22.926,1.8230629157098492,0.7255704626015685,3.2994636001248536,1.235207737201,1.2363287958553415
1.112436,1.241795,12.99,23.687,1.8672326380137896,0.7238941355956203,3.3035913956707303,1.237513854096,1.2386380120612563
1.113851,1.244327,13.31,24.534,1.9330594592336,0.7215033902943909,3.3095808753363003,1.2406640502009998,1.241792797119855
1.113773,1.245915,13.630999999999998,25.417,1.963969332140436,0.7206342512092483,3.312108206769913,1.2404902955289998,1.2416219252814868
1.11496,1.247086,14.02,26.292,2.0029844638049688,0.7191911079801493,3.3155951427937143,1.2431358015999998,1.2442695595252276
1.115394,1.247936,14.37,27.097,2.02669729321323,0.7184216023904156,3.3175776341132126,1.244103775236,1.24523907920161
1.1168479999999998,1.249877,14.721,28.058,2.08850594334638,0.716372082635068,3.322730931011904,1.2473494551039996,1.2484882934475288
1.117775,1.25312,15.112000000000002,28.951,2.174745287386626,0.7139255857428171,3.3294204270032246,1.249420950625,1.2505657064213775
1.119079,1.255049,15.531999999999998,29.988,2.237938788456981,0.7119976691559062,3.334426481525443,1.252337808241,1.2534860911274603
1.120159,1.256427,15.962,31.066,2.2866277574927403,0.7105310591244653,3.3382193775905344,1.254756185281,1.2559069911008136
1.12152,1.257795,16.277,32.11,2.3405755213106447,0.7088969589094862,3.342390270776117,1.2578071103999997,1.258960423583016
1.12326,1.259922,16.738,33.372,2.42148655416518,0.7066039273683979,3.348405583856444,1.2617130276,1.2628702447121951
1.123587,1.262514,17.337,34.526999999999994,2.4962172871798183,0.7049480143198428,3.353341049658489,1.2624477465689998,1.2636097299955429
1.124096,1.263476,17.587,35.065,2.5306294892289376,0.7040923095589632,3.355709400172074,1.263591817216,1.2647555721142778
1.124883,1.2655,17.797,35.6,2.599566547645754,0.7024743918992933,3.360322284963282,1.2653617636889998,1.2665292500812495
1.1259009999999998,1.268294,18.089,36.176,2.6949443270228968,0.7002931160691807,3.366633180650883,1.2676530618009996,1.268825709090747
1.127028,1.268944,18.381,36.806,2.7318848245512584,0.6992344830508427,3.36933985020738,1.270192112784,1.271365962343974
1.1271799999999998,1.271058,18.671,37.43299999999999,2.796171078184824,0.697977394469936,3.3732956349550403,1.2705347523999997,1.271712516372296
1.1283569999999998,1.271988,18.975,38.074,2.84342892841254,0.6967395414036053,3.3765889801483056,1.2731895194489995,1.2743690075301928
1.131497,1.273377,19.226,38.737,2.9384237126835817,0.6940481355515266,3.38347725960055,1.280285461009,1.28146752647843
1.000477,1.000339,0.0,0.0,0.0,0.9991845038737068,3.0000020152313467,1.0009542275290002,1.0009542275290002
1.0,1.000016,0.0890000000000001,0.0379999999999998,-2.7357350018206543e-05,0.999984000255996,3.000000001023984,1.0,1.0
1.000383,1.0,0.1610000000000001,0.1129999999999998,1.9300493923431724e-05,0.9996171466328396,3.00000058653138,1.000766146689,1.000766146689
1.000865,1.000137,0.134,0.134,0.0001072695008027,0.9989988847311366,3.0000035386880546,1.0017307482249995,1.0017307482249995
1.00154,1.000218,0.079,0.0399999999999996,0.0001861164120119,0.9982447505977216,3.0000110012199075,1.0030823715999997,1.0030823715999997
1.002345,1.000364,0.105,0.0289999999999999,0.0002650683680157,0.9972974698809182,3.000025874951881,1.004695499025,1.004695499025
1.003037,1.000771,0.1950000000000002,0.0839999999999998,0.0003915722537453,0.9962041220643296,3.000048470627962,1.0060832233689998,1.0060832233689998
1.004931,1.000754,0.2100000000000001,0.0709999999999998,0.0007722689308358,0.9943434604840152,3.000113800684326,1.009886314761,1.009886314761
1.006026,1.001047,0.1859999999999999,0.0419999999999999,0.0010044372366359,0.9929704551000368,3.000173733586574,1.012088312676,1.012088312676
1.006871,1.001001,0.216,0.1619999999999998,0.0011685068181974,0.9921827135740326,3.0002187497571318,1.0137892106410002,1.0137892106410002
1.007363,1.001033,0.255,0.1939999999999997,0.0012892442425527,0.9916664260925152,3.000249581497102,1.014780213769,1.014780213769
1.00824,1.001292,0.3220000000000002,0.1949999999999998,0.00159061715265,0.990547555254794,3.0003180260852496,1.0165478976,1.0165478976
1.008978,1.00149,0.2990000000000002,0.2259999999999996,0.001859431362613,0.9896273425158651,3.0003811016390136,1.018036604484,1.018036604484
1.009609,1.001955,0.3020000000000001,0.2279999999999999,0.002152674399262,0.9885498391630032,3.0004549394152,1.019310332881,1.019310332881
1.011856,1.002473,0.3320000000000002,0.1989999999999999,0.0029677588070072,0.9858449232322704,3.000694893127841,1.0238525647360002,1.0238525647360002
1.013529,1.004101,0.3619999999999999,0.1999999999999996,0.0038647358958477,0.9826218583891084,3.0010055686260646,1.027241033841,1.027241033841
1.015734,1.004698,0.4030000000000001,0.2619999999999996,0.0048332892274562,0.9799061250271665,3.0013496438257565,1.031715558756,1.031715558756
1.016622,1.005177,0.4070000000000002,0.2629999999999998,0.0053123233469918,0.9785836459304752,3.0015270442955817,1.0335202908839998,1.0335202908839998
1.017259,1.005807,0.4460000000000002,0.3249999999999998,0.0057636864543251,0.9773582996663236,3.0016928402566467,1.0348158730809998,1.0348158730809998
1.017755,1.00609,0.4760000000000003,0.3849999999999999,0.0060882791728046,0.9766072027164416,3.0018039565226324,1.035825240025,1.035825240025
1.018085,1.006325,0.5440000000000003,0.477,0.0063542764849424,0.976062660956416,3.001885390963319,1.0364970672249998,1.0364970672249998
1.01849,1.006676,0.549,0.4779999999999997,0.0067381540993748,0.975334341433629,3.00199552665577,1.0373218800999997,1.0373218800999997
1.019338,1.007537,0.5800000000000002,0.5089999999999999,0.0076298693960764,0.973690161087118,3.002253294410858,1.0390499582440005,1.0390499582440005
1.020495,1.007567,0.6460000000000004,0.6609999999999997,0.0083426791668342,0.9725572682477356,3.0024689445354973,1.041410045025,1.041410045025
1.022205,1.008199,0.7140000000000002,0.692,0.0099053766173519,0.9703216839253944,3.002892455921813,1.0449030620250002,1.0449030620250002
1.023868,1.008804,0.8180000000000002,0.7539999999999999,0.0115842781281124,0.9681646794017692,3.0033340382811304,1.048305681424,1.048305681424
1.024748,1.009883,0.8600000000000001,0.7859999999999998,0.0131282160738116,0.9662997320577532,3.003707309367885,1.050108463504,1.050108463504
