Lambda11(-),Lambda22(-),Lambda33(-),Energy,Sigma11(KPa),Sigma22(KPa)
1.048046,1.107397,0.8616210738906754,0.5606338050761589,3.4061080443749256,4.593533067365731
1.047918,1.108554,0.8608269328262113,0.5648335936659652,3.417652225169568,4.631705354646489
1.049253,1.10871,0.8596107059318383,0.5700480420806247,3.469792057973107,4.662671965230585
1.049922,1.111108,0.8572089355276449,0.5821688408703805,3.5287014609581897,4.7598779229028905
1.050819,1.11241,0.8554747568028558,0.5907396470556208,3.5807612597181553,4.823040883849163
1.05235,1.114253,0.8528172623242897,0.6040074716516632,3.664450852609315,4.917751996429116
1.053003,1.115624,0.8512410191392861,0.6122444039783435,3.708463090392713,4.978988678235276
1.053713,1.117051,0.8495807435350579,0.6210275895336075,3.7554723628894164,5.043456183334206
1.0543289999999998,1.11995,0.8468865072767139,0.6360279497612988,3.819700581306832,5.1586545255622935
1.055569,1.121531,0.8446992144883413,0.6478128412675854,3.889211084070907,5.239481793569213
1.056131,1.12299,0.8431528660811209,0.6565626054087248,3.931243585843273,5.302785620742185
1.0565099999999998,1.124218,0.8419297453159008,0.6636267764444961,3.9630565911627462,5.354314215053832
1.057059,1.126599,0.839714031719937,0.6767461143568524,4.017669680580567,5.450785191401439
1.058631,1.127702,0.8376470088357676,0.688220889686477,4.093747741653355,5.522063278833955
1.059061,1.130528,0.8352138770898252,0.7033263412658313,4.150273815776729,5.632897691860978
1.0603509999999998,1.131914,0.8331763199963452,0.7153296916942367,4.219895780269199,5.709403643843337
1.060774,1.133779,0.8314740983906661,0.7261464394995385,4.26275668072564,5.785903674037383
1.061605,1.134776,0.8300932886659209,0.7345606322699241,4.309309974460598,5.839355300143781
1.062641,1.136552,0.8279881496904459,0.7478021399150551,4.375093980748896,5.925756217873539
1.063044,1.138793,0.8260455015378573,0.7607741878749292,4.422795024760411,6.016418001018254
1.0644019999999998,1.139724,0.8243176985040237,0.7714903627614167,4.489637945665367,6.079206182758083
1.064774,1.141636,0.8226496303903661,0.782919944378787,4.53166881599039,6.157709205517854
1.065671,1.143673,0.8204931962793633,0.7975091034397583,4.596462063402404,6.2523434931527255
1.0667,1.144823,0.8188782930116697,0.808238013143519,4.65404294866702,6.317227574915669
1.067127,1.146339,0.8174681177965102,0.8182045420571362,4.692949562129722,6.383058513342516
1.068115,1.148532,0.8151525398194519,0.8345209572325136,4.764315381787763,6.486783332573391
1.069032,1.150869,0.8127994528696223,0.851505950327808,4.835229290724393,6.59502755188388
1.0700539999999998,1.152772,0.8106826639970561,0.8668498898101024,4.904453951813491,6.689835678810355
1.070851,1.155131,0.8084249609685135,0.8838171870058993,4.971475301833953,6.797576270288895
1.071298,1.156633,0.8070382648762663,0.8944374712586346,5.011831880426715,6.8651675564007855
1.072109,1.15832,0.8052532811553824,0.9080205344957062,5.070078417231852,6.948504601297437
1.0735,1.159762,0.8032099437211115,0.9232947847534458,5.149121932221737,7.036315819295732
1.0749769999999998,1.162271,0.8003748361745663,0.9454052054535893,5.248256423367893,7.16844566400172
1.0753659999999998,1.164453,0.7985860779233339,0.9602133992943922,5.297294067947094,7.263048528685008
1.076295,1.165734,0.7970199897416189,0.9726885782842769,5.3559041988469875,7.335701742611256
1.077589,1.167696,0.7947253348733186,0.9913233591054502,5.4407951413918845,7.444732815189948
1.077615,1.170196,0.7930083545855016,1.0065607493315627,5.479952510289895,7.544873597333304
1.0788019999999998,1.172984,0.7902530285230235,1.0301187309467073,5.5739602401541415,7.686267161864617
1.0794709999999998,1.173235,0.7895943101062771,1.0353747551871053,5.6069369306569055,7.713279452174767
1.081206,1.175084,0.7870868198349994,1.0566027647481262,5.711701999013357,7.8325937537418255
1.081837,1.176993,0.785351882981402,1.0721955553928575,5.769522327330962,7.926983415865309
1.082283,1.178645,0.7839279428459387,1.0852355586719167,5.815404874748854,8.006598141451239
1.083435,1.179753,0.7823589378343234,1.0989968782638284,5.884564837267914,8.08300297336281
1.08492,1.182444,0.7795100212856088,1.1251359471790923,5.994918954551634,8.235394732121161
1.0854549999999998,1.184342,0.7778772061053567,1.1407499359025548,6.050137172138465,8.330015993094612
1.0867909999999998,1.186383,0.7755843761561924,1.1623193426531373,6.14514606237753,8.454044466654612
1.087235,1.189361,0.7733264806664231,1.1849796156301218,6.21515909297307,8.594387894773519
1.088079,1.192635,0.7706053524352484,1.2124551828851569,6.3097774931381,8.76094515423228
1.088753,1.194096,0.7691860367505571,1.2267276590694092,6.366579538195808,8.844925613458821
1.089804,1.196973,0.7665972345314107,1.253394003850802,6.466408736566101,9.003943262944457
1.090406,1.198083,0.7654641605126922,1.2650556794018462,6.5148619940809835,9.072032429806978
1.091901,1.20095,0.762591235815389,1.295132518920999,6.638628664730176,9.248361582000872
1.093322,1.202802,0.760427424799306,1.3178670365869523,6.742587615375306,9.378930437611888
1.094153,1.206166,0.7577306633266013,1.3479451382636887,6.845935624519508,9.562482278869222
1.095175,1.2078,0.7559994043178294,1.3669680954210075,6.928553709004412,9.673916546234759
1.096001,1.209797,0.754182665881221,1.387530784202821,7.008893587646659,9.797362532628815
1.0963969999999998,1.21053,0.7534537602270869,1.3957817426297736,7.04350451137659,9.846362166956055
1.097193,1.212972,0.7513913583684848,1.4198073063256214,7.132386019425375,9.992748672834196
1.098471,1.214387,0.749642662803506,1.439712688393227,7.228322589272111,10.108615808809418
1.099156,1.216568,0.747832398478011,1.4614415337988906,7.308717196585166,10.242197228615828
1.100212,1.218554,0.7458969698839154,1.4846077447881347,7.406778765081298,10.38217185112267
1.101173,1.221098,0.7436933974651855,1.5117429447449746,7.5127400150109525,10.549434423503687
1.10246,1.223182,0.741559627063699,1.5380269539628926,7.629573696128757,10.709226651357392
1.1037,1.224976,0.7396416818534927,1.561950556364424,7.739707127771774,10.855002270345082
1.105337,1.226488,0.7376358040910574,1.5869715983314268,7.869189431716541,11.005620421389288
1.105209,1.228661,0.736416505665662,1.6037918442479298,7.910185060937416,11.117778333713161
1.106763,1.229937,0.734619583500822,1.6267060296388407,8.033026796111853,11.256990160107362
1.10773,1.2327,0.7323331380720812,1.6576452214677424,8.156966018592612,11.455748970464423
1.108679,1.234123,0.7308625895591208,1.677459830488997,8.250331493084492,11.581390468775208
1.109554,1.235695,0.72935718766383,1.6981278740752657,8.344146838404878,11.714213663057745
1.110058,1.237114,0.7281898266929094,1.7145535513891073,8.411652598315372,11.821850699252485
1.111399,1.240082,0.7255704626015685,1.751762933303719,8.574731967425294,12.066308019601479
1.112436,1.241795,0.7238941355956203,1.775814653344931,8.68891419251564,12.224803052487644
1.113851,1.244327,0.7215033902943909,1.8108280037471247,8.85383302042074,12.458737184349026
1.113773,1.245915,0.7206342512092483,1.8244440292608277,8.891818776807394,12.554588854908877
1.11496,1.247086,0.7191911079801493,1.8457232070896468,9.008290664566506,12.696904483479877
1.115394,1.247936,0.7184216023904156,1.8574228606072625,9.063428741221024,12.777061760433291
1.1168479999999998,1.249877,0.716372082635068,1.8886545519470652,9.225552152257963,12.991136639901475
1.117775,1.25312,0.7139255857428171,1.9276451213995092,9.391884408126016,13.26733678615069
1.119079,1.255049,0.7119976691559062,1.9583579847161579,9.551773237653698,13.484833166380898
1.120159,1.256427,0.7105310591244653,1.982019627642401,9.680555811097568,13.654065358161839
1.12152,1.257795,0.7088969589094862,2.0086377797735286,9.834729314288001,13.845994354696796
1.12326,1.259922,0.7066039273683979,2.0469364700234713,10.050757507535538,14.127480296176048
1.123587,1.262514,0.7049480143198428,2.076054195820516,10.169186907889863,14.348868022743869
1.124096,1.263476,0.7040923095589632,2.0909531484770607,10.247481702436493,14.461819836090706
1.124883,1.2655,0.7024743918992933,2.1196466914187297,10.390447709940451,14.682173028560241
1.1259009999999998,1.268294,0.7002931160691807,2.1591196171810108,10.587643880348715,14.990074815617103
1.127028,1.268944,0.6992344830508427,2.178018560877278,10.717185345432238,15.13772675263792
1.1271799999999998,1.271058,0.697977394469936,2.2018164140474084,10.815434813377813,15.328825962950805
1.1283569999999998,1.271988,0.6967395414036053,2.224638940468689,10.96615746112966,15.511656340717169
1.131497,1.273377,0.6940481355515266,2.2750461223278444,11.33794720392013,15.922526504610936
